X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
87.95833333,21.625,train,0.013428782015904667,70.58554069075261,0.9355396398836949
101.375,7.041666667,train,0.009441379714182827,56.67048639297965,0.8545047178755059
98.54166667,7.791666667,train,0.010762669661862193,60.76165756788592,0.8889055463474482
100.5416667,13.375,train,0.01866471348720454,84.68849574145504,0.9778674433302907
99.375,9.541666667,train,0.006204507936884472,43.6831281441824,0.7182546034439758
99.54166667,6.875,train,0.03723704895201232,100.0,0.999500823453629
98.29166667,9.791666667,train,0.00815358175615195,52.22146770760655,0.8107500529426472
98.29166667,9.541666667,train,0.010009551610214022,58.65675911647528,0.8704402578974848
98.20833333,9.375,train,0.0037101092445470532,32.64693984267732,0.5311532385975613
98.125,7.875,train,0.0030100762148039025,28.52080953299257,0.4591190831186036
98.125,7.791666667,train,0.002065638655822767,20.870357089158198,0.34409138984642795
99.125,7.375,train,0.019455853836759737,86.63393444315781,0.9811686040474821
99.20833333,7.208333333,train,0.010283836491583305,59.68554079320182,0.8774961604494237
98.875,7.541666667,train,0.006248589944876884,44.929242847603355,0.7207789524353729
116.7916667,-1.458333333,train,0.0030577326400331017,28.82671084921094,0.4643562462047689
117.625,0.125,train,0.002658390526312098,26.245748339313604,0.4188542966068105
87.04166667,21.20833333,train,0.004273466030249965,36.29398801843736,0.5820935905961169
107.875,-6.041666667,train,0.005421685835670578,39.64963942572547,0.6694262733346973
112.7083333,-6.791666667,train,0.0015557928573901297,17.27295051091114,0.27213557703943103
113.2916667,-7.625,train,0.0030652092120211794,29.133091294626492,0.46517326342388754
102.5416667,1.791666667,train,0.008867492553926467,54.820772621046416,0.8364183780980489
101.7083333,2.458333333,train,0.0163028200260975,79.31338942216787,0.9641526824604628
99.625,6.208333333,train,0.020699710436161627,88.70403109692917,0.9853919628418225
100.2083333,5.625,train,0.018620216328040593,82.82267607788621,0.9776654569074055
110.5416667,1.875,train,0.007260485579827282,48.32533389051666,0.7728958416417216
103.5416667,3.958333333,train,0.005445711286665077,40.19426351795149,0.6710438290211413
103.625,3.458333333,train,0.00280733752384388,27.063022376722202,0.4362609046733201
100.237,5.683,train,0.016467800431790396,80.95996996853795,0.9653400341250119
103.5416667,3.708333333,train,0.0024935324446305933,24.94549956156141,0.39896091163244485
103.625,1.125,train,0.015258758902997858,77.67166663770074,0.9556358885350811
103.5416667,1.208333333,train,0.023880707372320516,93.35757095791271,0.9923697586673992
100.2916667,13.375,train,0.022654771619891816,90.96946328047652,0.9901996877443761
87.54166667,21.45833333,train,0.005051476259046204,38.577649964893396,0.6434715528944418
100.7916667,13.29166667,train,0.029187282019805888,96.2762852155605,0.9974176606010757
98.79166667,3.958333333,train,0.012698783873526295,66.5895505814236,0.9251795317671192
116.9583333,-1.375,train,0.0023824673849987517,23.96784200670254,0.38517620520044415
101.125,3.041666667,train,0.011372388343644749,64.09437019422067,0.9019088878639371
100.7916667,3.625,train,0.013638039842248305,73.29522886334601,0.9382356050052235
102.4583333,1.958333333,train,0.013441087155702507,71.92991136701546,0.9357013800653473
115.9583333,6.208333333,train,0.001978372470943676,20.259365025933324,0.3323004612634808
101.2916667,2.708333333,train,0.014468269888605004,76.1568944000871,0.9478657530391879
86.95833333,20.45833333,train,0.006978274315294564,47.59930780567031,0.759426226992773
98.125,8.125,test,0.0020078753976826356,20.522054916616533,0.3363102631624908
103.625,3.541666667,test,0.003068973926623071,29.1390861945889,0.46558418821636316
101.2916667,7.041666667,test,0.013254215351574576,68.48097924355915,0.9332008006954666
110.7083333,1.708333333,test,0.0068833341372493235,47.31572027409481,0.7547175566847044
103.5416667,4.125,test,0.004813331665905917,38.172073025917804,0.6257084144979836
98.375,10.29166667,test,0.013199567168437079,68.22017262514913,0.9324513275284054
105.7916667,9.208333333,test,0.015227148421578102,77.62196617118505,0.9553486457386205
116.7083333,-1.541666667,test,0.00193082200496993,20.078860207710694,0.32578673146686066
110.4583333,-6.708333333,test,0.010051520102101164,58.81450409866364,0.8715456546901782
110.375,-6.791666667,test,0.005738387959994435,42.02207374455067,0.6901247466985063
99.45833333,9.458333333,test,0.005636616886018641,41.30448015262459,0.6836187315574269
110.125,1.875,test,0.00843378881765039,52.84559352846565,0.821272951745796
100.7916667,13.375,test,0.03182250312359095,97.4953114359399,0.9984921687290114
